16471, drifter, 5, 78619.660990, 94593.706997, 62.663243, -0.008766, 0.007424, 0.004457, 0.041715, 104.859075
17081, drifter, 0, 78099.048394, 93961.737219, 43.291174, -0.020974, 0.004493, -0.000019, 0.041748, 102.056050
17081, drifter, 1, 78250.191310, 94590.801438, 61.104255, -0.009574, 0.006948, 0.001456, 0.041718, 103.872938
17081, drifter, 2, 78548.084364, 94213.902063, 57.298016, -0.012809, 0.006356, 0.001556, 0.041725, 104.373475
17081, drifter, 3, 78251.334389, 94304.355634, 65.090907, -0.006494, 0.007763, 0.001176, 0.041710, 103.875981
17081, drifter, 4, 78433.511381, 93811.903245, 49.536594, -0.018337, 0.004823, -0.001383, 0.041738, 102.040831
17081, drifter, 5, 78614.449741, 94598.273158, 62.734435, -0.008435, 0.007518, 0.001844, 0.041715, 104.845165
17691, drifter, 0, 78086.253078, 93964.483052, 43.325095, -0.020971, 0.004513, -0.000604, 0.041748, 102.040130
17691, drifter, 1, 78244.392045, 94595.054073, 61.090901, -0.009457, 0.006991, 0.000721, 0.041718, 103.857459
17691, drifter, 2, 78540.314946, 94217.793712, 57.274857, -0.012683, 0.006400, 0.001013, 0.041725, 104.373681
17691, drifter, 3, 78247.414175, 94309.106899, 65.124638, -0.006376, 0.007810, 0.000905, 0.041710, 103.865517
17691, drifter, 4, 78422.362426, 93814.860473, 49.534621, -0.018214, 0.004874, -0.000628, 0.041738, 102.033383
17691, drifter, 5, 78609.347398, 94602.874502, 62.748848, -0.008314, 0.007563, 0.001124, 0.041715, 104.831546
18301, drifter, 0, 78073.473281, 93967.249181, 43.349328, -0.020920, 0.004561, -0.000714, 0.041748, 102.024234
18301, drifter, 1, 78238.651919, 94599.330987, 61.079586, -0.009369, 0.007030, 0.000341, 0.041718, 103.842138
18301, drifter, 2, 78532.610560, 94221.711096, 57.261228, -0.012585, 0.006442, 0.000745, 0.041725, 104.374103
18301, drifter, 3, 78243.552993, 94313.884534, 65.137751, -0.006291, 0.007852, 0.000739, 0.041710, 103.855211
18301, drifter, 4, 78411.285146, 93817.849472, 49.525193, -0.018103, 0.004927, -0.000185, 0.041738, 102.026144
18301, drifter, 5, 78604.305337, 94607.500877, 62.751784, -0.008226, 0.007603, 0.000741, 0.041715, 104.818088
18911, drifter, 0, 78060.737798, 93970.049767, 43.364599, -0.020829, 0.004623, -0.000579, 0.041748, 102.008491
18911, drifter, 1, 78232.961452, 94603.631960, 61.068549, -0.009290, 0.007071, 0.000117, 0.041718, 103.826950
18911, drifter, 2, 78524.962347, 94225.654786, 57.251783, -0.012496, 0.006487, 0.000578, 0.041725, 104.374720
18911, drifter, 3, 78239.739573, 94318.687449, 65.143529, -0.006217, 0.007894, 0.000604, 0.041710, 103.845033
18911, drifter, 4, 78400.274836, 93820.871493, 49.512522, -0.017996, 0.004982, 0.000104, 0.041738, 102.019110
18911, drifter, 5, 78599.313308, 94612.151446, 62.749743, -0.008146, 0.007643, 0.000485, 0.041715, 104.804764
19521, drifter, 0, 78048.064696, 93972.889716, 43.369981, -0.020719, 0.004688, -0.000331, 0.041748, 101.992962
19521, drifter, 1, 78227.317608, 94607.957776, 61.057919, -0.009215, 0.007112, -0.000025, 0.041718, 103.811886
19521, drifter, 2, 78517.367466, 94229.625836, 57.243614, -0.012409, 0.006532, 0.000468, 0.041725, 104.375532
19521, drifter, 3, 78235.970353, 94323.516186, 65.144702, -0.006145, 0.007937, 0.000479, 0.041710, 103.834972
19521, drifter, 4, 78389.329946, 93823.927594, 49.498321, -0.017890, 0.005038, 0.000258, 0.041738, 102.012283
19521, drifter, 5, 78594.368084, 94616.826736, 62.744839, -0.008070, 0.007685, 0.000305, 0.041715, 104.791565
20131, drifter, 0, 78035.461236, 93975.769197, 43.366829, -0.020603, 0.004752, -0.000064, 0.041748, 101.977663
20131, drifter, 1, 78221.719210, 94612.309185, 61.047716, -0.009141, 0.007155, -0.000113, 0.041718, 103.796943
20131, drifter, 2, 78509.824796, 94233.625058, 57.236684, -0.012324, 0.006579, 0.000388, 0.041725, 104.376539
20131, drifter, 3, 78232.243973, 94328.371434, 65.143167, -0.006075, 0.007981, 0.000363, 0.041710, 103.825026
20131, drifter, 4, 78379.241007, 93819.740167, 1.934172, 0.021382, -0.039808, -0.032075, 0.041874, 101.971119
20131, drifter, 5, 78589.468466, 94621.527386, 62.738639, -0.007996, 0.007727, 0.000162, 0.041715, 104.778487
20741, drifter, 0, 78022.929947, 93978.687475, 43.356888, -0.020484, 0.004815, 0.000142, 0.041748, 101.962595
20741, drifter, 1, 78216.165725, 94616.686738, 61.037761, -0.009067, 0.007198, -0.000174, 0.041718, 103.782120
20741, drifter, 2, 78502.333804, 94237.652978, 57.230646, -0.012239, 0.006626, 0.000326, 0.041725, 104.377743
20741, drifter, 3, 78228.559832, 94333.253734, 65.139917, -0.006006, 0.008026, 0.000255, 0.041710, 103.815193
20741, drifter, 4, 78372.525257, 93811.219611, 45.017364, -0.021937, 0.004493, 0.039989, 0.041739, 101.915022
20741, drifter, 5, 78584.613949, 94626.253892, 62.731600, -0.007922, 0.007770, 0.000042, 0.041715, 104.765530
21351, drifter, 0, 78010.471672, 93981.643949, 43.343411, -0.020364, 0.004877, 0.000245, 0.041748, 101.947756
21351, drifter, 1, 78210.656889, 94621.090815, 61.027662, -0.008994, 0.007242, -0.000219, 0.041718, 103.767417
21351, drifter, 2, 78494.894174, 94241.709909, 57.224501, -0.012155, 0.006674, 0.000278, 0.041725, 104.379144
21351, drifter, 3, 78224.917611, 94338.163456, 65.134838, -0.005937, 0.008071, 0.000160, 0.041710, 103.805471
21351, drifter, 4, 78361.070834, 93814.293484, 49.323508, -0.017880, 0.005191, -0.002979, 0.041739, 101.907278
21351, drifter, 5, 78579.804269, 94631.006596, 62.723678, -0.007848, 0.007813, -0.000051, 0.041715, 104.752692
21961, drifter, 0, 77998.621528, 93984.703047, 47.621597, -0.018208, 0.005157, 0.002232, 0.041741, 101.934633
21961, drifter, 1, 78203.219262, 94625.149147, 48.209354, -0.016295, 0.005934, 0.006700, 0.041740, 103.747585
21961, drifter, 2, 78486.055574, 94245.583806, 47.349254, -0.017486, 0.005922, 0.005767, 0.041742, 104.375851
21961, drifter, 3, 78218.321211, 94342.444829, 46.680828, -0.016959, 0.005844, -0.000390, 0.041742, 103.787894
21961, drifter, 4, 78350.244132, 93817.476008, 49.302501, -0.017586, 0.005232, -0.000957, 0.041739, 101.901245
21961, drifter, 5, 78572.801344, 94635.320730, 47.821359, -0.016462, 0.006145, 0.004280, 0.041741, 104.734024
22571, drifter, 0, 77987.718756, 93987.843162, 47.752712, -0.017609, 0.005124, -0.000306, 0.041741, 101.923911
22571, drifter, 1, 78193.198352, 94628.737943, 48.278964, -0.016462, 0.005847, 0.001335, 0.041740, 103.720838
22571, drifter, 2, 78475.329613, 94249.170481, 47.248976, -0.017608, 0.005847, 0.001919, 0.041742, 104.365988
22571, drifter, 3, 78207.763914, 94345.960407, 47.036065, -0.017371, 0.005725, -0.001677, 0.041742, 103.759717
22571, drifter, 4, 78339.640169, 93820.656045, 49.287358, -0.017163, 0.005184, -0.000212, 0.041739, 101.895551
22571, drifter, 5, 78562.620801, 94639.028518, 48.074965, -0.016737, 0.006040, -0.000107, 0.041741, 104.706852
23181, drifter, 0, 77977.062855, 93990.937573, 38.031175, -0.018923, 0.004797, -0.090242, 0.041796, 101.913453
23181, drifter, 1, 78183.226815, 94632.269185, 50.858963, -0.015752, 0.005731, 0.016090, 0.041736, 103.694222
23181, drifter, 2, 78464.806839, 94252.714533, 57.699593, -0.013605, 0.006103, 0.073968, 0.041698, 104.356321
23181, drifter, 3, 78197.169323, 94349.415653, 40.491799, -0.018241, 0.005443, -0.051139, 0.041765, 103.731442
23181, drifter, 4, 78329.199479, 93823.776585, 38.194765, -0.019283, 0.004725, -0.077296, 0.041785, 101.889804
